iter	RMSE
339	31.61720619
340	31.60812948
341	31.59522788
342	31.58527652
343	31.57381357
344	31.52022657
345	31.50169417
346	31.48598617
347	31.47738566
348	31.46987991
349	31.46101876
350	31.44908603
351	31.43639493
352	31.4275232
353	31.39773292
354	31.3505796
355	31.34057297
356	31.30643363
357	31.29469004
358	31.28743781
359	31.2683208
360	31.21954694
361	31.21020257
362	31.19855083
363	31.190096
364	31.18375501
365	31.16891727
366	31.1572956
367	31.14904922
368	31.13652516
369	31.09031578
370	31.08290979
371	31.06597911
372	31.05877406
373	31.0504359
374	31.0312469
375	31.02315459
376	31.01345624
377	31.00274768
378	30.9752833
379	30.9650041
380	30.94486272
381	30.93504722
382	30.92874413
383	30.90502787
384	30.86560129
385	30.85018776
386	30.83442098
387	30.82197111
388	30.80169499
389	30.7868401
390	30.77882502
391	30.7734456
392	30.75533356
393	30.74707405
394	30.73994734
395	30.72960384
396	30.71986795
397	30.71256183
398	30.7055456
399	30.69856935
400	30.69156889
401	30.65003177
402	30.63904397
403	30.62849082
404	30.60763831
405	30.5925155
406	30.58425593
407	30.55681112
408	30.55071203
409	30.53115614
410	30.51908486
411	30.50009271
412	30.49339768
413	30.46512249
414	30.44938674
415	30.44101281
416	30.42455601
417	30.41874947
418	30.41246931
419	30.39669824
420	30.38943392
421	30.38451244
422	30.37639754
423	30.36860774
424	30.3612737
425	30.35539875
426	30.34897136
427	30.33412512
428	30.32828874
429	30.30155635
430	30.28528516
431	30.27064123
432	30.2530622
433	30.23467428
434	30.22690707
435	30.21611105
436	30.20732262
437	30.19027458
438	30.18361152
439	30.17204401
440	30.16691542
441	30.16162923
442	30.14872543
443	30.1385241
444	30.12573453
445	30.10818401
446	30.0979799
447	30.09067241
448	30.08319415
449	30.07500148
450	30.06899485
451	30.0637267
452	30.05674972
453	30.01757679
454	30.01022272
455	30.00352909
456	29.96419988
457	29.96054746
458	29.95262252
459	29.94428549
460	29.93854314
461	29.93470321
462	29.91797754
463	29.90132948
464	29.89667188
465	29.89213689
466	29.88293716
467	29.87771015
468	29.87223612
469	29.85224213
470	29.83229743
471	29.82827444
472	29.82357278
473	29.78915165
474	29.78378403
475	29.77919354
476	29.77439937
477	29.76938863
478	29.76328609
479	29.75583305
480	29.74861578
481	29.7152448
482	29.70601045
483	29.69361287
484	29.67338898
485	29.66509261
486	29.65077428
487	29.64332066
488	29.63143343
489	29.62671403
490	29.61270993
491	29.60326049
492	29.58988209
493	29.58176959
494	29.54419142
495	29.53418709
496	29.52828386
497	29.50178315
498	29.49686661
499	29.49271658
500	29.48287697
501	29.46730293
502	29.45349702
503	29.42348935
504	29.41737089
505	29.40696533
506	29.39726922
507	29.3904065
508	29.3820561
509	29.37665647
510	29.37021473
511	29.3655883
512	29.36194227
513	29.35628763
514	29.34524966
515	29.33906953
516	29.3318337
517	29.32861364
518	29.31967174
519	29.31390973
520	29.29623227
521	29.29087029
522	29.27159298
523	29.26626586
524	29.25576129
525	29.24772652
526	29.23780815
527	29.22897556
528	29.22122622
529	29.21092061
530	29.2055698
531	29.19773654
532	29.18227238
533	29.16197694
534	29.15810535
535	29.15442159
536	29.11469725
537	29.10275492
538	29.09215506
539	29.08754747
540	29.05326768
541	29.01834608
542	29.0100528
543	29.0034472
544	28.99247626
545	28.98077439
546	28.97779559
547	28.97055767
548	28.96735783
549	28.95287104
550	28.93191648
551	28.9285649
552	28.91906274
553	28.91413706
554	28.91024138
555	28.90535768
556	28.90234527
557	28.88259224
558	28.87119071
559	28.86657127
560	28.8601867
561	28.85410614
562	28.84156972
563	28.83661532
564	28.83304485
565	28.82891536
566	28.81853164
567	28.80094784
568	28.77841507
569	28.77579608
570	28.77106094
571	28.76477277
572	28.76137903
573	28.758949
574	28.74924829
575	28.74205007
576	28.73654545
577	28.73305152
578	28.72587373
579	28.722332
580	28.71875328
581	28.71045293
582	28.70596096
583	28.70136795
584	28.68718227
585	28.68014466
586	28.67575076
587	28.66432729
588	28.64835002
589	28.62479961
590	28.61167118
591	28.60478958
592	28.60013201
593	28.58835378
594	28.58362335
595	28.5798308
596	28.57520767
597	28.57108257
598	28.53278924
599	28.5279597
600	28.51305333
601	28.50685776
602	28.49065989
603	28.47460785
604	28.46990476
605	28.46570798
606	28.45097047
607	28.4353192
608	28.43264974
609	28.42902111
610	28.42607304
611	28.41471403
612	28.40967675
613	28.40051918
614	28.39519013
615	28.38116385
616	28.37173679
617	28.36486737
618	28.36156823
619	28.31418469
620	28.3102628
621	28.30657539
622	28.30247666
623	28.29932841
624	28.2970003
625	28.29422312
626	28.29089931
627	28.28461344
628	28.27241023
629	28.26355083
630	28.2519305
631	28.23610089
632	28.23193253
633	28.22641509
634	28.2223539
635	28.21792289
636	28.21526157
637	28.21009988
638	28.19821794
639	28.19573946
640	28.19131315
641	28.18347133
642	28.17209903
643	28.16034279
644	28.15699195
645	28.1515743
646	28.14673802
647	28.13985436
648	28.13689745
649	28.13423105
650	28.13072923
651	28.12436402
652	28.1222069
653	28.11347566
654	28.10418132
655	28.10082607
656	28.09026697
657	28.08669041
658	28.06591485
659	28.06219343
660	28.05588574
661	28.05381207
662	28.04415935
663	28.04177719
664	28.03648687
665	28.03418588
666	28.03205337
667	28.02515696
668	28.02061962
669	28.01623037
670	28.00993228
671	28.00259273
672	27.99274769
673	27.98991786
674	27.9813745
675	27.97873943
676	27.96449349
677	27.95811217
678	27.95190315
679	27.94149965
680	27.93620925
681	27.93302048
682	27.92664381
683	27.92225702
684	27.91703282
685	27.91183078
686	27.90454781
687	27.90139548
688	27.8986908
689	27.89498745
690	27.88993525
691	27.88701921
692	27.88406257
693	27.8802303
694	27.87220636
695	27.86834144
696	27.86428382
697	27.86105782
698	27.8451606
699	27.83985293
700	27.83671495
701	27.82777767
702	27.82573973
703	27.8167968
704	27.81285152
705	27.81000259
706	27.80619326
707	27.80297473
708	27.79816934
709	27.77248796
710	27.76917143
711	27.76126518
712	27.75444653
713	27.74548373
714	27.74163759
715	27.7384645
716	27.73600551
717	27.7332069
718	27.73078309
719	27.72709538
720	27.72514534
721	27.72192656
722	27.71211119
723	27.7025362
724	27.69922229
725	27.69384606
726	27.68738209
727	27.68310963
728	27.68045918
729	27.67742056
730	27.6753006
731	27.67008555
732	27.66555121
733	27.66321489
734	27.65706888
735	27.65485847
736	27.64428449
737	27.63714549
738	27.62583733
739	27.62182295
740	27.61880473
741	27.61232011
742	27.60617892
743	27.59449903
744	27.58996002
745	27.58822697
746	27.57956088
747	27.57157675
748	27.56922603
749	27.56370866
750	27.56129313
751	27.55704874
752	27.54787072
753	27.54000639
754	27.53388763
755	27.53154185
756	27.52917796
757	27.52049371
758	27.51714161
759	27.51427274
760	27.51074346
761	27.50714092
762	27.50348099
763	27.50020927
764	27.49397122
765	27.48894247
766	27.48247995
767	27.47548313
768	27.47231187
769	27.46500754
770	27.46165613
771	27.4582463
772	27.44883006
773	27.44493724
774	27.44101187
775	27.43678372
776	27.43015377
777	27.42285809
778	27.42128777
779	27.41870983
780	27.41538129
781	27.4007739
782	27.39865106
783	27.39610711
784	27.39317494
785	27.38775722
786	27.38068709
787	27.37672623
788	27.37430577
789	27.37199183
790	27.37039727
791	27.36816709
792	27.36577132
793	27.36435629
794	27.36257638
795	27.35770548
796	27.35209595
797	27.34726448
798	27.34443469
799	27.32033723
800	27.31111013
801	27.30852584
802	27.30247829
803	27.29964078
804	27.29607577
805	27.29249135
806	27.29000054
807	27.28750743
808	27.28271345
809	27.27547305
810	27.26733405
811	27.26352283
812	27.26039582
813	27.25690332
814	27.25239092
815	27.2491491
816	27.24686011
817	27.24296187
818	27.24029464
819	27.23605324
820	27.22960801
821	27.22612324
822	27.22001292
823	27.21658847
824	27.20998778
825	27.20145782
826	27.19610585
827	27.19268371
828	27.18889848
829	27.18460764
830	27.18254861
831	27.18018091
832	27.17617583
833	27.17259617
834	27.1659507
835	27.16394827
836	27.14330372
837	27.12710894
838	27.11796304
839	27.11587737
840	27.10653957
841	27.10366938
842	27.10127538
843	27.09815448
844	27.09651117
845	27.09441695
846	27.09052734
847	27.08230566
848	27.07864264
849	27.0762773
850	27.07284805
851	27.06976164
852	27.06746239
853	27.06109157
854	27.05875522
855	27.05519036
856	27.05146594
857	27.04329634
858	27.03910217
859	27.03270958
860	27.02815548
861	27.02420462
862	27.01960914
863	27.01583109
864	27.01403786
865	27.01114259
866	27.00695308
867	27.00360023
868	26.99866684
869	26.9959137
870	26.99368795
871	26.94176765
872	26.93852796
873	26.93596301
874	26.93388724
875	26.93168496
876	26.92990941
877	26.92612965
878	26.92337169
879	26.91619413
880	26.90805487
881	26.90625153
882	26.86131736
883	26.8512754
884	26.84525843
885	26.84305966
886	26.82576782
887	26.82071592
888	26.79860659
889	26.79649005
890	26.79317745
891	26.79089331
892	26.78599832
893	26.7817762
894	26.77870986
895	26.76278373
896	26.7533608
897	26.75079482
898	26.74883987
899	26.74661194
900	26.74317741
901	26.74134669
902	26.73650959
903	26.73241581
904	26.72974394
905	26.72649055
906	26.72308305
907	26.71950827
908	26.71727293
909	26.71430483
910	26.7060975
911	26.70288098
912	26.70107719
913	26.69737867
914	26.69320021
915	26.69164217
916	26.68697621
917	26.68375555
918	26.68118967
919	26.67398398
920	26.66848717
921	26.66653871
922	26.66453738
923	26.64444021
924	26.64231568
925	26.63696315
926	26.62863443
927	26.6139061
928	26.60921115
929	26.60628187
930	26.60370949
931	26.600891
932	26.59816574
933	26.59125817
934	26.58652886
935	26.58365216
936	26.57776349
937	26.57521776
938	26.56945637
939	26.54370284
940	26.53763691
941	26.51516625
942	26.51003314
943	26.50756554
944	26.50317673
945	26.49928723
946	26.49520726
947	26.48993176
948	26.48540517
949	26.48235142
950	26.46848874
951	26.46031859
952	26.44516488
953	26.44291202
954	26.43969039
955	26.43435991
956	26.43169413
957	26.42685568
958	26.42330373
959	26.41873242
960	26.41590878
961	26.41250045
962	26.40734137
963	26.40454839
964	26.40100457
965	26.39903226
966	26.3969486
967	26.39313639
968	26.38013347
969	26.37730917
970	26.37412629
971	26.3706098
972	26.36763203
973	26.36536244
974	26.36272427
975	26.36046267
976	26.34455542
977	26.3414698
978	26.33578618
979	26.33197301
980	26.31592206
981	26.31161229
982	26.30102321
983	26.28993025
984	26.28816552
985	26.28532761
986	26.28178086
987	26.27917953
988	26.26659006
989	26.26299719
990	26.25862966
991	26.25542329
992	26.25085944
993	26.24587395
994	26.236626
995	26.23293369
996	26.23070404
997	26.22941707
998	26.22766486
999	26.22232672
